Customer_ID,Days_Since_Last_Purchase,Total_Orders,Total_Spent,R_Score,F_score,M_score,Final_RFM_Score
10132,60,9,3299.4589337558623,3,5,4,12
10133,108,4,2176.675112466976,2,2,3,7
10134,182,5,1468.681744394997,1,3,2,6
10135,102,4,1877.7516343478733,2,2,2,6
10136,40,5,836.2977367766365,4,3,1,8
10137,47,4,1677.8973513515166,3,2,2,7
10138,184,4,1606.6583553552323,1,2,2,5
10139,89,5,1808.2339211251099,2,3,2,7
10140,11,4,2112.801016648924,5,2,3,10
10141,3,8,3197.52323808583,5,5,4,14
10142,118,5,1932.4714719637745,2,3,2,7
10143,31,7,3169.5861560960684,4,4,4,12
10144,56,6,3411.5581139945352,3,4,4,11
10145,366,1,792.176501503648,1,1,1,3
10146,58,6,2369.0412829584866,3,4,3,10
10147,48,3,329.16044431771587,3,1,1,5
10148,42,4,2352.6654203354897,4,2,3,9
10149,34,8,3677.9670169727324,4,5,5,14
10150,3,5,1713.309621216366,5,3,2,10
10151,3,3,1089.2815601682385,5,1,1,7
10152,31,6,1635.9602525471987,4,4,2,10
10153,10,6,3051.7940828353303,5,4,4,13
10154,69,7,3326.5173516587015,3,4,4,11
10155,136,6,3433.0773104813993,1,4,4,9
10156,37,4,1168.0451760628512,4,2,1,7
10157,69,4,1471.3156155332326,3,2,2,7
10158,96,4,1818.6107221838856,2,2,2,6
10159,48,6,3270.1508625571837,3,4,4,11
10160,261,6,2492.3730609288514,1,4,3,8
10161,95,7,3067.139696462807,2,4,4,10
10162,64,5,3075.781822645982,3,3,4,10
10163,12,5,3353.2838152564796,5,3,4,12
10164,90,4,1134.5661170190583,2,2,1,5
10165,21,8,2865.1311770623843,4,5,4,13
10166,27,6,3731.0676298662256,4,4,5,13
10167,165,8,4347.803646790549,1,5,5,11
10168,241,3,1557.38839751686,1,1,2,4
10169,149,5,1455.7326801305126,1,3,2,6
10170,6,4,1958.4948648408401,5,2,2,9
10171,61,4,2035.2785222665602,3,2,2,7
10172,84,7,4794.547796111422,2,4,5,11
10173,29,3,521.7025388240354,4,1,1,6
10174,271,4,2445.4802490382904,1,2,3,6
10175,53,5,2849.82873897131,3,3,4,10
10176,52,6,2364.3756020567553,3,4,3,10
10177,61,2,980.2724031267105,3,1,1,5
10178,29,6,4261.920263668873,4,4,5,13
10179,53,7,3931.3813370048956,3,4,5,12
10180,19,5,2382.444495979839,5,3,3,11
10181,80,3,1574.1912227275743,2,1,2,5
10182,67,4,1277.3809011722046,3,2,1,6
10183,53,5,3213.9612665340865,3,3,4,10
10184,59,3,1102.217747387012,3,1,1,5
10185,51,6,3282.451134993158,3,4,4,11
10186,47,5,2333.9078477998555,3,3,3,9
10187,75,3,1913.28142698813,3,1,2,6
10188,173,5,2199.5555712356063,1,3,3,7
10189,55,4,2427.166553061831,3,2,3,8
10190,63,4,2019.9362827532368,3,2,2,7
10191,103,4,2142.1309986024653,2,2,3,7
10192,38,6,3474.476275412654,4,4,4,12
10193,139,3,2201.8009343029057,1,1,3,5
10194,24,9,5508.457667222277,4,5,5,14
10195,59,5,2596.222490309621,3,3,3,9
10196,49,6,3280.010949533113,3,4,4,11
10197,89,3,2076.7763128444294,2,1,2,5
10198,16,4,2945.616223336452,5,2,4,11
10199,67,5,2761.108779878391,3,3,4,10
10200,17,4,1761.3983363997781,5,2,2,9
10201,11,3,1916.6178331002939,5,1,2,8
10202,17,12,6953.284173543165,5,5,5,15
10203,35,7,4312.201770553282,4,4,5,13
10204,18,7,3449.6149910130375,5,4,4,13
10205,13,7,2402.515920675305,5,4,3,12
10206,2,5,2024.070688743614,5,3,2,10
10207,37,6,3585.5715253468707,4,4,5,13
10208,121,10,5565.07079921821,2,5,5,12
10209,24,4,1848.9025892442137,4,2,2,8
10210,23,9,5225.389638143538,4,5,5,14
10212,26,7,3365.9325455241947,4,4,4,12
10213,202,3,1425.1371554284183,1,1,2,4
10214,76,5,2135.6691907139157,3,3,3,9
10215,64,3,1298.549007738611,3,1,1,5
10216,16,6,3607.5706392262446,5,4,5,14
10217,51,2,967.928463348736,3,1,1,5
10218,278,2,1081.186368087251,1,1,1,3
10219,8,5,2723.629411184711,5,3,3,11
10220,56,4,1920.8854320887206,3,2,2,7
10221,60,6,3333.468558602757,3,4,4,11
10222,163,3,1483.79914992055,1,1,2,4
10223,140,4,1663.5878588082894,1,2,2,5
10224,4,6,2815.7381455892614,5,4,4,13
10225,10,6,2932.9875144684092,5,4,4,13
10226,183,4,1477.8935129661731,1,2,2,5
10227,95,8,4456.437047754432,2,5,5,12
10228,54,10,6432.591149351034,3,5,5,13
10229,93,6,4018.0363257439244,2,4,5,11
10230,45,5,3734.7596849854444,3,3,5,11
10231,212,5,1795.3544174646322,1,3,2,6
10232,50,6,2173.4217188247912,3,4,3,10
10233,15,8,2523.429732197683,5,5,3,13
10234,115,7,3482.9928432584984,2,4,4,10
10235,15,8,2751.7064898735202,5,5,4,14
10236,15,4,2281.7140417755,5,2,3,10
10237,148,6,2344.281944414525,1,4,3,8
10238,12,6,3546.158453982044,5,4,4,13
10239,47,10,7232.3565914886,3,5,5,13
10240,3,7,3765.858572571386,5,4,5,14
10241,64,3,1801.9055129982594,3,1,2,6
10242,42,6,2666.488518458383,4,4,3,11
10243,14,9,4230.062643132942,5,5,5,15
10244,42,5,3022.339700057028,4,3,4,11
10245,35,10,5976.819279963928,4,5,5,14
10246,209,2,48.26099514473084,1,1,1,3
10247,6,9,4512.21217095465,5,5,5,15
10248,182,3,1612.1488786163889,1,1,2,4
10249,50,5,1480.8926270528584,3,3,2,8
10250,129,6,2935.2151626789946,2,4,4,10
10251,16,5,2783.035930693664,5,3,4,12
10252,327,1,217.37598832162018,1,1,1,3
10253,113,5,1977.8912900206726,2,3,2,7
10254,141,3,1386.4069159009744,1,1,1,3
10255,126,3,1742.6789363501975,2,1,2,5
10256,114,6,3067.939112003208,2,4,4,10
10257,15,10,6483.753638680659,5,5,5,15
10258,22,7,2939.7697148383136,4,4,4,12
10259,111,9,4946.660764985918,2,5,5,12
10260,68,10,3633.5189685412424,3,5,5,13
10261,61,7,3853.926510444968,3,4,5,12
10262,241,1,587.8338219776384,1,1,1,3
10263,119,3,1786.6828907096015,2,1,2,5
10264,44,4,1013.8913316593485,3,2,1,6
10265,53,6,3046.032889494377,3,4,4,11
10266,1,4,1818.8050439932156,5,2,2,9
10267,17,6,3193.8829076655193,5,4,4,13
10268,157,6,2960.234866199026,1,4,4,9
10269,6,4,1720.1387752938879,5,2,2,9
10270,2,7,3072.421068471506,5,4,4,13
10271,103,5,2075.6402208174222,2,3,2,7
10272,7,6,3181.7046660007563,5,4,4,13
10273,121,6,4264.028700523058,2,4,5,11
10275,71,1,874.0642388726792,3,1,1,5
10276,21,11,5637.856692591098,4,5,5,14
10277,14,7,2959.7699375461802,5,4,4,13
10278,142,6,3002.8441849179103,1,4,4,9
10279,49,4,2449.113104010064,3,2,3,8
10280,73,4,1184.7534990050247,3,2,1,6
10281,199,2,1049.5077015479933,1,1,1,3
10282,29,6,2708.7033863181778,4,4,3,11
10283,53,5,2362.601824926829,3,3,3,9
10284,287,3,1634.8732695521908,1,1,2,4
10285,55,8,3706.847686929123,3,5,5,13
10286,8,4,2538.8275590414373,5,2,3,10
10287,193,2,1201.892484482231,1,1,1,3
10288,115,4,1812.545944338319,2,2,2,6
10289,7,2,796.3642734940454,5,1,1,7
10290,2,9,4397.092548799087,5,5,5,15
10291,91,6,3583.56839935005,2,4,5,11
10292,95,3,1410.4000516131496,2,1,1,4
10293,65,6,3612.8733711246055,3,4,5,12
10294,112,5,2190.422006609968,2,3,3,8
10295,143,7,4166.755768260111,1,4,5,10
10296,134,4,2664.377913895745,1,2,3,6
10297,15,4,1806.9226473402687,5,2,2,9
10298,89,4,1860.7555750322751,2,2,2,6
10299,32,5,2470.5002259310427,4,3,3,10
10300,7,6,3325.5966780545914,5,4,4,13
10301,297,5,1394.9689107702793,1,3,1,5
10302,32,7,2695.3041185573757,4,4,3,11
10303,45,4,2075.902698415172,3,2,2,7
10304,139,6,3501.265594596817,1,4,4,9
10305,22,4,1576.1024516239336,4,2,2,8
10306,51,6,2687.4041450048917,3,4,3,10
10307,7,7,2526.6208001237437,5,4,3,12
10308,4,7,2673.699342561812,5,4,3,12
10309,71,7,1748.0600978834536,3,4,2,9
10310,27,6,3648.441822678092,4,4,5,13
10311,21,3,2211.6414056718445,4,1,3,8
10312,207,1,587.9830032995106,1,1,1,3
10313,160,4,1740.835857249781,1,2,2,5
10314,198,3,2398.1262567831936,1,1,3,5
10315,52,3,1834.6708941521356,3,1,2,6
10316,35,4,2142.555240920333,4,2,3,9
10317,113,3,1665.055353719786,2,1,2,5
10318,9,6,1123.567844281951,5,4,1,10
10319,33,6,4118.04159093645,4,4,5,13
10320,57,2,768.4367038048458,3,1,1,5
10321,56,2,1058.8883406899984,3,1,1,5
10322,161,4,2229.9594097685876,1,2,3,6
10323,111,2,670.9560816102355,2,1,1,4
10324,50,3,1745.2458888433785,3,1,2,6
10325,75,5,2154.617142578634,3,3,3,9
10326,129,8,3240.3839825374425,2,5,4,11
10327,140,3,1749.083709043175,1,1,2,4
10328,11,5,1776.4955653853617,5,3,2,10
10329,84,8,5599.432645536905,2,5,5,12
10330,20,8,5220.462002935149,4,5,5,14
10331,80,4,2358.6034071022245,2,2,3,7
10332,136,9,5091.933236251801,1,5,5,11
10333,111,3,1912.0052715597303,2,1,2,5
10334,50,6,4253.2119236346625,3,4,5,12
10335,64,2,923.9457377921422,3,1,1,5
10336,3,3,940.9343043412126,5,1,1,7
10337,83,4,1992.2425755444976,2,2,2,6
10338,13,6,2513.3299570942795,5,4,3,12
10339,43,4,2369.318971388049,4,2,3,9
10340,121,5,3450.608923896151,2,3,4,9
10341,51,11,6390.070520956705,3,5,5,13
10342,226,4,1776.7673786010191,1,2,2,5
10343,41,3,2224.0053221650915,4,1,3,8
10344,241,5,2032.257479246904,1,3,2,6
10345,339,2,914.2040779472884,1,1,1,3
10346,2,3,1915.4774598771487,5,1,2,8
10347,99,3,1154.5120933326489,2,1,1,4
10348,166,4,2116.9799133103734,1,2,3,6
10349,20,7,4033.0748606338366,4,4,5,13
10350,52,5,1968.7881056498495,3,3,2,8
10351,45,8,3197.248833287451,3,5,4,12
10352,197,2,1301.8948823174685,1,1,1,3
10353,48,6,2854.4848170150885,3,4,4,11
10354,124,4,2010.4016031007989,2,2,2,6
10355,7,6,2628.7613977783776,5,4,3,12
10356,171,3,1374.1301979713112,1,1,1,3
10357,13,6,3367.71950535256,5,4,4,13
10358,94,9,3815.0146934777326,2,5,5,12
10359,52,8,3287.5893869565916,3,5,4,12
10360,50,4,1899.8524569666472,3,2,2,7
10361,84,8,4229.7906037468765,2,5,5,12
10362,224,3,1261.6907743501315,1,1,1,3
10363,77,6,4208.363575466827,2,4,5,11
10364,140,4,1519.7681759193206,1,2,2,5
10365,48,8,3482.3364209794536,3,5,4,12
10366,52,4,2409.428929865608,3,2,3,8
10367,356,1,551.3794971673937,1,1,1,3
10368,117,2,1197.3708949592112,2,1,1,4
10369,17,8,4941.681053662054,5,5,5,15
10370,192,2,622.4768228240958,1,1,1,3
10371,44,6,3450.5291027074472,3,4,4,11
10372,90,4,1764.445970342581,2,2,2,6
10373,82,6,3225.538221141514,2,4,4,10
10374,94,3,1496.7530816632022,2,1,2,5
10375,254,2,1210.901761982193,1,1,1,3
10376,40,6,3734.9576107296707,4,4,5,13
10377,37,8,3453.125580028232,4,5,4,13
10378,15,5,2334.7463826123667,5,3,3,11
10379,19,7,2984.3157432161606,5,4,4,13
10380,310,3,1295.3366659653,1,1,1,3
10381,56,1,541.3393424488817,3,1,1,5
10382,3,3,2002.7520859543129,5,1,2,8
10383,63,6,1567.3026577547562,3,4,2,9
10384,95,5,1450.6556409092814,2,3,2,7
10385,25,3,1051.5066033845003,4,1,1,6
10386,271,2,852.1919272294272,1,1,1,3
10387,151,8,4581.8164598454605,1,5,5,11
10388,62,7,3082.3123461378877,3,4,4,11
10389,4,4,2907.39011141606,5,2,4,11
10390,149,8,2300.4865184493365,1,5,3,9
10391,85,7,3262.2452585246865,2,4,4,10
10392,1,8,4629.374132512025,5,5,5,15
10393,16,7,3163.204198233861,5,4,4,13
10394,62,8,3655.9444364432698,3,5,5,13
10395,272,3,1201.6428279844445,1,1,1,3
10396,60,4,1967.8115777760981,3,2,2,7
10397,276,1,474.43760492160914,1,1,1,3
10398,23,5,2404.5857878225634,4,3,3,10
10399,20,5,3248.5611735491475,4,3,4,11
10400,13,3,1425.7692604569272,5,1,2,8
10401,123,5,2002.8762681840074,2,3,2,7
10402,82,4,2638.0840841595827,2,2,3,7
10403,27,7,4224.480584296836,4,4,5,13
10404,3,7,4471.0789331480855,5,4,5,14
10405,39,8,3477.712388851653,4,5,4,13
10406,22,5,1570.1426888558613,4,3,2,9
10407,1,4,2600.000318806063,5,2,3,10
10408,44,7,2716.1605707938165,3,4,3,10
10409,16,2,758.7121753161326,5,1,1,7
10410,243,2,1148.0082257239526,1,1,1,3
10411,71,3,286.78832135953036,3,1,1,5
10412,22,5,1938.2582782130826,4,3,2,9
10413,16,5,1711.387263809951,5,3,2,10
10414,9,6,3185.6812408953056,5,4,4,13
10415,78,7,4253.057477685952,2,4,5,11
10416,66,5,1740.0795331917977,3,3,2,8
10417,103,2,133.1359994857727,2,1,1,4
10418,35,1,105.74794990567139,4,1,1,6
10419,72,7,4270.77724955365,3,4,5,12
10420,80,6,3114.216829786938,2,4,4,10
10421,160,4,2247.8758643211113,1,2,3,6
10422,39,6,1029.5981392067301,4,4,1,9
10423,32,4,2097.202207615657,4,2,3,9
10424,103,3,1056.2961928805744,2,1,1,4
10425,128,3,1426.1620563062183,2,1,2,5
10426,259,6,2449.607574578069,1,4,3,8
10427,1,2,1431.515090569278,5,1,2,8
10428,47,3,1977.590114341756,3,1,2,6
10430,132,3,1573.3039628522233,2,1,2,5
10431,408,1,108.17424033490518,1,1,1,3
10432,46,2,1677.8751790025358,3,1,2,6
10433,251,4,1618.1359747651936,1,2,2,5
10434,358,1,164.73462219326893,1,1,1,3
10435,55,6,1404.6837874067828,3,4,1,8
10436,97,5,2409.242133054584,2,3,3,8
10437,1,8,6191.7019654954565,5,5,5,15
10438,98,4,1599.4406352965034,2,2,2,6
10439,362,1,670.2253154671686,1,1,1,3
10440,25,2,391.11426870059125,4,1,1,6
10441,37,9,3621.926967952511,4,5,5,14
10442,15,6,2767.1056561209784,5,4,4,13
10443,43,6,2828.6263203861736,4,4,4,12
10444,18,9,4575.807785847103,5,5,5,15
10445,77,2,1684.5863112195057,2,1,2,5
10446,266,3,1354.7615479794563,1,1,1,3
10447,18,7,4076.945857991048,5,4,5,14
10448,229,3,1772.0995891379198,1,1,2,4
10449,45,10,4108.9865445727355,3,5,5,13
10450,107,8,5190.556878573016,2,5,5,12
10451,36,5,1854.5306530526386,4,3,2,9
10452,42,2,553.3338230210691,4,1,1,6
10453,100,5,2305.168491774906,2,3,3,8
10454,52,5,2700.151858438749,3,3,3,9
10455,23,4,1843.8103889536494,4,2,2,8
10456,137,6,3759.07076800158,1,4,5,10
10457,43,5,2434.5140335876654,4,3,3,10
10458,272,1,917.1151868744544,1,1,1,3
10459,43,4,1745.7830508647485,4,2,2,8
10460,63,5,2665.1203623729766,3,3,3,9
10461,151,4,2914.5990119828166,1,2,4,7
10462,10,8,4543.305000958746,5,5,5,15
10463,78,3,1941.8623961387536,2,1,2,5
10464,2,5,2611.1523943123457,5,3,3,11
10465,5,7,3241.569893452398,5,4,4,13
10466,30,3,857.15824864878,4,1,1,6
10467,13,7,3502.753906642002,5,4,4,13
10468,19,4,2577.262419737259,5,2,3,10
10469,6,5,2114.41066678315,5,3,3,11
10470,315,1,418.9055611875766,1,1,1,3
10471,128,4,2393.02365295717,2,2,3,7
10472,64,8,4315.3557920089615,3,5,5,13
10473,59,4,1627.6178587800205,3,2,2,7
10474,16,8,3630.4676467388067,5,5,5,15
10475,236,4,2504.901427195185,1,2,3,6
10476,92,3,2010.808028698167,2,1,2,5
10477,72,2,976.2864976933771,3,1,1,5
10478,311,2,1255.1073640988775,1,1,1,3
10479,32,8,4682.737479405365,4,5,5,14
10480,75,6,2447.415528725033,3,4,3,10
10481,360,2,373.59300641460527,1,1,1,3
10482,8,4,1260.140554835798,5,2,1,8
10483,100,2,954.4454118278076,2,1,1,4
10484,45,4,2243.260617264911,3,2,3,8
10485,100,3,1677.7423764410196,2,1,2,5
10486,318,2,415.01507434489656,1,1,1,3
10487,25,1,484.3797365916407,4,1,1,6
10488,148,2,1185.3065887249395,1,1,1,3
10489,11,5,3228.2390680737212,5,3,4,12
10490,55,6,2327.0930653522505,3,4,3,10
10491,58,8,4691.9351053498285,3,5,5,13
10492,69,5,1795.6379423859023,3,3,2,8
10493,128,3,680.3010411204091,2,1,1,4
10494,18,6,2705.903966969671,5,4,3,12
10495,48,4,2092.010409077207,3,2,3,8
10496,24,6,2808.773978765048,4,4,4,12
10497,2,9,5390.1861728945905,5,5,5,15
10498,2,10,6821.0423404649355,5,5,5,15
10499,37,6,2728.761575501246,4,4,3,11
10500,72,2,736.3224911321231,3,1,1,5
10501,4,9,4951.067728180865,5,5,5,15
10502,412,1,671.753422253739,1,1,1,3
10503,123,4,1875.663843469696,2,2,2,6
10504,204,5,2339.217132461909,1,3,3,7
10505,14,8,4147.348342870797,5,5,5,15
10507,2,6,4245.8840103891625,5,4,5,14
10508,9,4,783.669568606826,5,2,1,8
10509,26,7,3658.851908032975,4,4,5,13
10510,67,5,2266.804791466452,3,3,3,9
10511,1,7,3465.2414274335547,5,4,4,13
10512,110,4,1547.6892362150854,2,2,2,6
10513,161,5,2697.9955650295587,1,3,3,7
10514,72,4,2538.31470111702,3,2,3,8
10515,27,8,3918.3146449201577,4,5,5,14
10516,52,3,2215.320532632255,3,1,3,7
10517,201,2,1405.7188670568696,1,1,1,3
10518,34,4,2111.924364831439,4,2,3,9
10519,258,3,2096.4275592574886,1,1,3,5
10520,26,5,2572.8646203691096,4,3,3,10
10521,204,2,1439.4106578732633,1,1,2,4
10522,1,7,4357.692784144014,5,4,5,14
10523,38,7,3993.8380501754746,4,4,5,13
10524,92,6,2998.91870379672,2,4,4,10
10525,48,5,3609.581880601144,3,3,5,11
10526,212,4,1953.4813262289576,1,2,2,5
10527,21,6,2187.143823466751,4,4,3,11
10528,4,7,2401.342289226326,5,4,3,12
10529,81,2,1478.1698064221196,2,1,2,5
10530,16,8,3287.5350533960054,5,5,4,14
10531,57,4,3012.0463055822584,3,2,4,9
10532,34,12,6261.213674690752,4,5,5,14
10533,104,3,1355.7440524708304,2,1,1,4
10534,13,8,5022.052770696624,5,5,5,15
10535,37,4,1118.4531838403157,4,2,1,7
10536,35,5,2303.3061496159785,4,3,3,10
10537,42,4,1966.2548102998637,4,2,2,8
10538,94,9,3799.668391922155,2,5,5,12
10539,49,7,3978.6400845482835,3,4,5,12
10540,104,7,3151.837012397411,2,4,4,10
10541,52,8,3969.93415480891,3,5,5,13
10542,27,5,2586.0365192119452,4,3,3,10
10543,63,6,3182.035878707435,3,4,4,11
10544,19,3,1180.1027772938082,5,1,1,7
10545,62,8,4011.0609185735484,3,5,5,13
10546,122,7,3608.8716750320627,2,4,5,11
10547,167,5,2883.274800694396,1,3,4,8
10548,112,4,1271.9795586591376,2,2,1,5
10549,212,4,2179.6560236491428,1,2,3,6
10550,240,2,1228.8471128163621,1,1,1,3
10551,50,2,703.8837855591562,3,1,1,5
10552,67,4,2685.3987207698956,3,2,3,8
10553,41,7,3213.9387395183885,4,4,4,12
10554,24,6,2414.7427185794018,4,4,3,11
10555,34,6,3423.3496049491796,4,4,4,12
10556,78,6,3093.5940095407495,2,4,4,10
10557,115,7,4883.514082280767,2,4,5,11
10558,85,6,3189.6791739168384,2,4,4,10
10559,112,3,389.4262343426035,2,1,1,4
10560,131,9,4394.5847842967705,2,5,5,12
10561,25,9,5708.803879781647,4,5,5,14
10562,34,7,3455.2321806393297,4,4,4,12
10563,194,4,1468.4712156854625,1,2,2,5
10564,48,2,1291.4287036163498,3,1,1,5
10565,4,2,1022.8489364024152,5,1,1,7
10566,239,8,2370.632975984101,1,5,3,9
10567,54,4,2703.526404048889,3,2,3,8
10568,95,5,2414.770733542284,2,3,3,8
10569,48,6,2373.2600780706352,3,4,3,10
10570,61,8,3413.050991205671,3,5,4,12
10571,176,4,1445.0555219772566,1,2,2,5
10572,18,11,5662.766515297967,5,5,5,15
10573,43,7,3402.580406250547,4,4,4,12
10574,4,6,3756.557565340274,5,4,5,14
10575,29,7,3853.7273815949593,4,4,5,13
10576,183,4,2682.979156295181,1,2,3,6
10577,36,5,2157.371175906966,4,3,3,10
10578,64,6,3331.509311312926,3,4,4,11
10579,72,2,1505.512823106028,3,1,2,6
10580,216,4,2644.457755008342,1,2,3,6
10581,17,8,4602.663520488491,5,5,5,15
10582,25,5,3888.26909173899,4,3,5,12
10583,35,2,947.7308845147808,4,1,1,6
10584,21,8,4114.2377885931455,4,5,5,14
10585,42,4,1522.8452588328573,4,2,2,8
10586,61,2,1179.308324939126,3,1,1,5
10587,105,3,1722.7088047220977,2,1,2,5
10588,258,4,3110.836145184858,1,2,4,7
10589,82,5,2848.3656117158253,2,3,4,9
10590,50,12,7096.608624372415,3,5,5,13
10591,136,3,799.159668295566,1,1,1,3
10592,22,5,3144.7123502430954,4,3,4,11
10593,19,5,2162.5218523039694,5,3,3,11
10594,108,4,1633.3190815393245,2,2,2,6
